slug,culture_name,region,status,confidence,eligible_for_linkedin,canonical_source_asset,alternates,git_path,live_url,has_approved_overview,notes
lithuanian,Lithuanian,"Baltic region, Northern Europe",ready,high,True,/cultural_images/lithuanian_card.webp,/cultural_images/lithuanian_card.webp,website-astro/public/cultural_images/lithuanian_card.webp,https://www.culturesherpa.org/explore/cultural_images/lithuanian_card.webp,True,
livonian,Livonian,"Latvia, primarily the Livonian Coast",probable-match,medium,False,/cultural_images/livonian_card.webp,/cultural_images/livonian_card.webp,,https://www.culturesherpa.org/explore/cultural_images/livonian_card.webp,True,Index path absent from git and 404 on live explore CDN; R2 gfv-media not inventoried
louisiana_creole,Louisiana Creole,"Louisiana, United States",probable-match,medium,False,/cultural_images/louisiana_creole_card.webp,/cultural_images/louisiana_creole_card.webp,,https://www.culturesherpa.org/explore/cultural_images/louisiana_creole_card.webp,True,Index path absent from git and 404 on live explore CDN; R2 gfv-media not inventoried
ludic,Ludic,Europe,probable-match,medium,False,/cultural_images/ludic_card.webp,/cultural_images/ludic_card.webp,,https://www.culturesherpa.org/explore/cultural_images/ludic_card.webp,True,Index path absent from git and 404 on live explore CDN; R2 gfv-media not inventoried
lurs,Lurs,Middle East,ready,high,True,/cultural_images/lurs_card.webp,/cultural_images/lurs_card.webp,website-astro/public/cultural_images/lurs_card.webp,https://www.culturesherpa.org/explore/cultural_images/lurs_card.webp,True,
luso_africans,Luso Africans,Sub-Saharan Africa,probable-match,medium,False,/cultural_images/luso_africans_card.webp,/cultural_images/luso_africans_card.webp,,https://www.culturesherpa.org/explore/cultural_images/luso_africans_card.webp,True,Index path absent from git and 404 on live explore CDN; R2 gfv-media not inventoried
luso_indians,Luso Indians,South Asia,probable-match,medium,False,/cultural_images/luso_indians_card.webp,/cultural_images/luso_indians_card.webp,,https://www.culturesherpa.org/explore/cultural_images/luso_indians_card.webp,True,Index path absent from git and 404 on live explore CDN; R2 gfv-media not inventoried
luxembourgers,Luxembourgers,Western Europe,ready,high,True,/cultural_images/luxembourgers_card.webp,/cultural_images/luxembourgers_card.webp,website-astro/public/cultural_images/luxembourgers_card.webp,https://www.culturesherpa.org/explore/cultural_images/luxembourgers_card.webp,True,
maasai,Maasai,East Africa,ready,high,True,/cultural_images/maasai_card.webp,/cultural_images/maasai_card.webp,website-astro/public/cultural_images/maasai_card.webp,https://www.culturesherpa.org/explore/cultural_images/maasai_card.webp,True,
madagascar,Madagascar,"Africa, Indian Ocean",ready,high,True,/cultural_images/madagascar_card.webp,/cultural_images/madagascar_card.webp,website-astro/public/cultural_images/madagascar_card.webp,https://www.culturesherpa.org/explore/cultural_images/madagascar_card.webp,True,
malawi,Malawi,Southeastern Africa,ready,high,True,/cultural_images/malawi_card.webp,/cultural_images/malawi_card.webp,website-astro/public/cultural_images/malawi_card.webp,https://www.culturesherpa.org/explore/cultural_images/malawi_card.webp,True,
malaysian,Malaysian,Southeast Asia,ready,high,True,/cultural_images/malaysian_card.webp,/cultural_images/malaysian_card.webp,website-astro/public/cultural_images/malaysian_card.webp,https://www.culturesherpa.org/explore/cultural_images/malaysian_card.webp,True,
malto,Malto,"Jharkhand, Bihar, West Bengal, India",probable-match,medium,False,/cultural_images/malto_card.webp,/cultural_images/malto_card.webp,,https://www.culturesherpa.org/explore/cultural_images/malto_card.webp,True,Index path absent from git and 404 on live explore CDN; R2 gfv-media not inventoried
mandaean,Mandaean,Middle East,probable-match,medium,False,/cultural_images/mandaean_card.webp,/cultural_images/mandaean_card.webp,,https://www.culturesherpa.org/explore/cultural_images/mandaean_card.webp,True,Index path absent from git and 404 on live explore CDN; R2 gfv-media not inventoried
mandan,Mandan,"Upper Missouri River, North Dakota, USA",probable-match,medium,False,/cultural_images/mandan_card.webp,/cultural_images/mandan_card.webp,,https://www.culturesherpa.org/explore/cultural_images/mandan_card.webp,True,Index path absent from git and 404 on live explore CDN; R2 gfv-media not inventoried
manx,Manx,Isle of Man,probable-match,medium,False,/cultural_images/manx_card.webp,/cultural_images/manx_card.webp,,https://www.culturesherpa.org/explore/cultural_images/manx_card.webp,True,Index path absent from git and 404 on live explore CDN; R2 gfv-media not inventoried
mapuche,Mapuche,South America,probable-match,medium,False,/cultural_images/mapuche_card.webp,/cultural_images/mapuche_card.webp,,https://www.culturesherpa.org/explore/cultural_images/mapuche_card.webp,True,Index path absent from git and 404 on live explore CDN; R2 gfv-media not inventoried
marshallese,Marshallese,"Micronesia, Pacific Islands",ready,high,True,/cultural_images/marshallese_card.webp,/cultural_images/marshallese_card.webp,website-astro/public/cultural_images/marshallese_card.webp,https://www.culturesherpa.org/explore/cultural_images/marshallese_card.webp,True,
mauritanian,Mauritanian,Northwest Africa,ready,high,True,/cultural_images/mauritanian_card.webp,/cultural_images/mauritanian_card.webp,website-astro/public/cultural_images/mauritanian_card.webp,https://www.culturesherpa.org/explore/cultural_images/mauritanian_card.webp,True,
mentawai,Mentawai,Southeast Asia,probable-match,medium,False,/cultural_images/mentawai_card.webp,/cultural_images/mentawai_card.webp,,https://www.culturesherpa.org/explore/cultural_images/mentawai_card.webp,True,Index path absent from git and 404 on live explore CDN; R2 gfv-media not inventoried
mexican,Mexican,"North America, Central America",ready,high,True,/cultural_images/mexican_card.webp,/cultural_images/mexican_card.webp,website-astro/public/cultural_images/mexican_card.webp,https://www.culturesherpa.org/explore/cultural_images/mexican_card.webp,True,
mexican_american,Mexican American,North America,ready,high,True,/cultural_images/mexican_american_card.webp,/cultural_images/mexican_american_card.webp,website-astro/public/cultural_images/mexican_american_card.webp,https://www.culturesherpa.org/explore/cultural_images/mexican_american_card.webp,True,
meankieli,Meänkieli,"Tornio Valley, Northern Sweden",probable-match,medium,False,/cultural_images/meänkieli_card.webp,/cultural_images/meänkieli_card.webp,,https://www.culturesherpa.org/explore/cultural_images/meänkieli_card.webp,True,Index path absent from git and 404 on live explore CDN; R2 gfv-media not inventoried
miami_illinois,Miami Illinois,"Great Lakes region, USA",probable-match,medium,False,/cultural_images/miami_illinois_card.webp,/cultural_images/miami_illinois_card.webp,,https://www.culturesherpa.org/explore/cultural_images/miami_illinois_card.webp,True,Index path absent from git and 404 on live explore CDN; R2 gfv-media not inventoried
mishing,Mishing,"Northeast India, primarily Assam",probable-match,medium,False,/cultural_images/mishing_card.webp,/cultural_images/mishing_card.webp,,https://www.culturesherpa.org/explore/cultural_images/mishing_card.webp,True,Index path absent from git and 404 on live explore CDN; R2 gfv-media not inventoried
mohegan,Mohegan,North America,probable-match,medium,False,/cultural_images/mohegan_card.webp,/cultural_images/mohegan_card.webp,,https://www.culturesherpa.org/explore/cultural_images/mohegan_card.webp,True,Index path absent from git and 404 on live explore CDN; R2 gfv-media not inventoried
moldova,Moldova,Eastern Europe,ready,high,True,/cultural_images/moldova_card.webp,/cultural_images/moldova_card.webp,website-astro/public/cultural_images/moldova_card.webp,https://www.culturesherpa.org/explore/cultural_images/moldova_card.webp,True,
mongolian,Mongolian,East Asia,ready,high,True,/cultural_images/mongolian_card.webp,/cultural_images/mongolian_card.webp,website-astro/public/cultural_images/mongolian_card.webp,https://www.culturesherpa.org/explore/cultural_images/mongolian_card.webp,True,
montenegrin,Montenegrin,"Southeastern Europe, Balkans",ready,high,True,/cultural_images/montenegrin_card.webp,/cultural_images/montenegrin_card.webp,website-astro/public/cultural_images/montenegrin_card.webp,https://www.culturesherpa.org/explore/cultural_images/montenegrin_card.webp,True,
moroccan,Moroccan,North Africa,ready,high,True,/cultural_images/moroccan_card.webp,/cultural_images/moroccan_card.webp,website-astro/public/cultural_images/moroccan_card.webp,https://www.culturesherpa.org/explore/cultural_images/moroccan_card.webp,True,
motu,Motu,West Africa,ready,high,True,/cultural_images/motu_card.webp,/cultural_images/motu_card.webp,website-astro/public/cultural_images/motu_card.webp,https://www.culturesherpa.org/explore/cultural_images/motu_card.webp,True,
mozambique,Mozambique,Southeastern Africa,ready,high,True,/cultural_images/mozambique_card.webp,/cultural_images/mozambique_card.webp,website-astro/public/cultural_images/mozambique_card.webp,https://www.culturesherpa.org/explore/cultural_images/mozambique_card.webp,True,
mudburra,Mudburra,"Northern Territory, Australia",ready,high,True,/cultural_images/mudburra_card.webp,/cultural_images/mudburra_card.webp,website-astro/public/cultural_images/mudburra_card.webp,https://www.culturesherpa.org/explore/cultural_images/mudburra_card.webp,True,
mughals,Mughals,South Asia,ready,high,True,/cultural_images/mughals_card.webp,/cultural_images/mughals_card.webp,website-astro/public/cultural_images/mughals_card.webp,https://www.culturesherpa.org/explore/cultural_images/mughals_card.webp,True,
muhajir,Muhajir,South Asia,ready,high,True,/cultural_images/muhajir_card.webp,/cultural_images/muhajir_card.webp,website-astro/public/cultural_images/muhajir_card.webp,https://www.culturesherpa.org/explore/cultural_images/muhajir_card.webp,True,
muiscas,Muiscas,"Altiplano Cundiboyacense, Colombia",ready,high,True,/cultural_images/muiscas_card.webp,/cultural_images/muiscas_card.webp,website-astro/public/cultural_images/muiscas_card.webp,https://www.culturesherpa.org/explore/cultural_images/muiscas_card.webp,True,
mumuye,Mumuye,West Africa,ready,high,True,/cultural_images/mumuye_card.webp,/cultural_images/mumuye_card.webp,website-astro/public/cultural_images/mumuye_card.webp,https://www.culturesherpa.org/explore/cultural_images/mumuye_card.webp,True,
mundari,Mundari,South Sudan,genuinely-missing,high,False,,,,,True,Profile json/svg exists; no card image
murut,Murut,Southeast Asia,probable-match,medium,False,/cultural_images/murut_card.webp,/cultural_images/murut_card.webp,,https://www.culturesherpa.org/explore/cultural_images/murut_card.webp,True,Index path absent from git and 404 on live explore CDN; R2 gfv-media not inventoried
maori,Māori,New Zealand (Aotearoa),probable-match,medium,False,/cultural_images/mori_card.webp,/cultural_images/mori_card.webp,,https://www.culturesherpa.org/explore/cultural_images/mori_card.webp,True,Canonical slug missing from images_index; alias file 404 live; Index path absent from git and 404 on live explore CDN; R2 gfv-media not inventoried
nagamese_creole,Nagamese Creole,"Northeast India, primarily Nagaland",probable-match,medium,False,/cultural_images/nagamese_creole_card.webp,/cultural_images/nagamese_creole_card.webp,,https://www.culturesherpa.org/explore/cultural_images/nagamese_creole_card.webp,True,Index path absent from git and 404 on live explore CDN; R2 gfv-media not inventoried
namibian,Namibian,Southern Africa,ready,high,True,/cultural_images/namibian_card.webp,/cultural_images/namibian_card.webp,website-astro/public/cultural_images/namibian_card.webp,https://www.culturesherpa.org/explore/cultural_images/namibian_card.webp,True,
native_hawaiian_diaspora,Native Hawaiian Diaspora,North America,probable-match,medium,False,/cultural_images/native_hawaiian_diaspora_card.webp,/cultural_images/native_hawaiian_diaspora_card.webp,,https://www.culturesherpa.org/explore/cultural_images/native_hawaiian_diaspora_card.webp,True,Index path absent from git and 404 on live explore CDN; R2 gfv-media not inventoried
nepalese,Nepalese,South Asia,ready,high,True,/cultural_images/nepalese_card.webp,/cultural_images/nepalese_card.webp,website-astro/public/cultural_images/nepalese_card.webp,https://www.culturesherpa.org/explore/cultural_images/nepalese_card.webp,True,
new_caledonian,New Caledonian,"South Pacific, Melanesia",ready,high,True,/cultural_images/new_caledonian_card.webp,/cultural_images/new_caledonian_card.webp,website-astro/public/cultural_images/new_caledonian_card.webp,https://www.culturesherpa.org/explore/cultural_images/new_caledonian_card.webp,True,
new_zealand,New Zealand,Oceania,ready,high,True,/cultural_images/new_zealand_card.webp,/cultural_images/new_zealand_card.webp,website-astro/public/cultural_images/new_zealand_card.webp,https://www.culturesherpa.org/explore/cultural_images/new_zealand_card.webp,True,
nganasan,Nganasan,"Taymyr Peninsula, Siberia, Russia",probable-match,medium,False,/cultural_images/nganasan_card.webp,/cultural_images/nganasan_card.webp,,https://www.culturesherpa.org/explore/cultural_images/nganasan_card.webp,True,Index path absent from git and 404 on live explore CDN; R2 gfv-media not inventoried
ni_vanuatu,Ni Vanuatu,"Vanuatu, South Pacific",ready,high,True,/cultural_images/ni_vanuatu_card.webp,/cultural_images/ni_vanuatu_card.webp,website-astro/public/cultural_images/ni_vanuatu_card.webp,https://www.culturesherpa.org/explore/cultural_images/ni_vanuatu_card.webp,True,
nias,Nias,"Nias Island, Indonesia",probable-match,medium,False,/cultural_images/nias_card.webp,/cultural_images/nias_card.webp,,https://www.culturesherpa.org/explore/cultural_images/nias_card.webp,True,Index path absent from git and 404 on live explore CDN; R2 gfv-media not inventoried
nicaragua,Nicaragua,Central America,ready,high,True,/cultural_images/nicaragua_card.webp,/cultural_images/nicaragua_card.webp,website-astro/public/cultural_images/nicaragua_card.webp,https://www.culturesherpa.org/explore/cultural_images/nicaragua_card.webp,True,
nigerian,Nigerian,West Africa,ready,high,True,/cultural_images/nigerian_card.webp,/cultural_images/nigerian_card.webp,website-astro/public/cultural_images/nigerian_card.webp,https://www.culturesherpa.org/explore/cultural_images/nigerian_card.webp,True,
nigerian_diaspora,Nigerian Diaspora,West Africa,probable-match,medium,False,/cultural_images/nigerian_diaspora_card.webp,/cultural_images/nigerian_diaspora_card.webp,,https://www.culturesherpa.org/explore/cultural_images/nigerian_diaspora_card.webp,True,Index path absent from git and 404 on live explore CDN; R2 gfv-media not inventoried
nigerien,Nigerien,West Africa,ready,high,True,/cultural_images/nigerien_card.webp,/cultural_images/nigerien_card.webp,website-astro/public/cultural_images/nigerien_card.webp,https://www.culturesherpa.org/explore/cultural_images/nigerien_card.webp,True,
north_korea,North Korea,East Asia,ready,high,True,/cultural_images/north_korea_card.webp,/cultural_images/north_korea_card.webp,website-astro/public/cultural_images/north_korea_card.webp,https://www.culturesherpa.org/explore/cultural_images/north_korea_card.webp,True,
north_macedonian,North Macedonian,"Balkans, Southeast Europe",ready,high,True,/cultural_images/north_macedonian_card.webp,/cultural_images/north_macedonian_card.webp,website-astro/public/cultural_images/north_macedonian_card.webp,https://www.culturesherpa.org/explore/cultural_images/north_macedonian_card.webp,True,
nuristani,Nuristani,Northeastern Afghanistan,probable-match,medium,False,/cultural_images/nuristani_card.webp,/cultural_images/nuristani_card.webp,,https://www.culturesherpa.org/explore/cultural_images/nuristani_card.webp,True,Index path absent from git and 404 on live explore CDN; R2 gfv-media not inventoried
nuyorican,Nuyorican,"New York City, United States",probable-match,medium,False,/cultural_images/nuyorican_card.webp,/cultural_images/nuyorican_card.webp,,https://www.culturesherpa.org/explore/cultural_images/nuyorican_card.webp,True,Index path absent from git and 404 on live explore CDN; R2 gfv-media not inventoried
occitan,Occitan,Europe,probable-match,medium,False,/cultural_images/occitan_card.webp,/cultural_images/occitan_card.webp,,https://www.culturesherpa.org/explore/cultural_images/occitan_card.webp,True,Index path absent from git and 404 on live explore CDN; R2 gfv-media not inventoried
omani,Omani,"Middle East, Arabian Peninsula",ready,high,True,/cultural_images/omani_card.webp,/cultural_images/omani_card.webp,website-astro/public/cultural_images/omani_card.webp,https://www.culturesherpa.org/explore/cultural_images/omani_card.webp,True,
orang_asli,Orang Asli,Peninsular Malaysia,probable-match,medium,False,/cultural_images/orang_asli_card.webp,/cultural_images/orang_asli_card.webp,,https://www.culturesherpa.org/explore/cultural_images/orang_asli_card.webp,True,Index path absent from git and 404 on live explore CDN; R2 gfv-media not inventoried
oraon,Oraon,South Asia,probable-match,medium,False,/cultural_images/oraon_card.webp,/cultural_images/oraon_card.webp,,https://www.culturesherpa.org/explore/cultural_images/oraon_card.webp,True,Index path absent from git and 404 on live explore CDN; R2 gfv-media not inventoried
ormurs,Ormurs,South Asia,ready,high,True,/cultural_images/ormurs_card.webp,/cultural_images/ormurs_card.webp,website-astro/public/cultural_images/ormurs_card.webp,https://www.culturesherpa.org/explore/cultural_images/ormurs_card.webp,True,
orochs,Orochs,"Khabarovsk Krai, Russian Far East",ready,high,True,/cultural_images/orochs_card.webp,/cultural_images/orochs_card.webp,website-astro/public/cultural_images/orochs_card.webp,https://www.culturesherpa.org/explore/cultural_images/orochs_card.webp,True,
orok,Orok,"Sakhalin Island, Russia",probable-match,medium,False,/cultural_images/orok_card.webp,/cultural_images/orok_card.webp,,https://www.culturesherpa.org/explore/cultural_images/orok_card.webp,True,Index path absent from git and 404 on live explore CDN; R2 gfv-media not inventoried
oroks,Oroks,"Sakhalin Island, Russia",ready,high,True,/cultural_images/oroks_card.webp,/cultural_images/oroks_card.webp,website-astro/public/cultural_images/oroks_card.webp,https://www.culturesherpa.org/explore/cultural_images/oroks_card.webp,True,
oromo,Oromo,East Africa,ready,high,True,/cultural_images/oromo_card.webp,/cultural_images/oromo_card.webp,website-astro/public/cultural_images/oromo_card.webp,https://www.culturesherpa.org/explore/cultural_images/oromo_card.webp,True,
osage,Osage,North America,ready,high,True,/cultural_images/osage_card.webp,/cultural_images/osage_card.webp,website-astro/public/cultural_images/osage_card.webp,https://www.culturesherpa.org/explore/cultural_images/osage_card.webp,True,
ossetians,Ossetians,Europe,ready,high,True,/cultural_images/ossetians_card.webp,/cultural_images/ossetians_card.webp,website-astro/public/cultural_images/ossetians_card.webp,https://www.culturesherpa.org/explore/cultural_images/ossetians_card.webp,True,
pacific_islander_american,Pacific Islander American,"United States, Pacific Islands",probable-match,medium,False,/cultural_images/pacific_islander_american_card.webp,/cultural_images/pacific_islander_american_card.webp,,https://www.culturesherpa.org/explore/cultural_images/pacific_islander_american_card.webp,True,Index path absent from git and 404 on live explore CDN; R2 gfv-media not inventoried
pakistani,Pakistani,South Asia,ready,high,True,/cultural_images/pakistani_card.webp,/cultural_images/pakistani_card.webp,website-astro/public/cultural_images/pakistani_card.webp,https://www.culturesherpa.org/explore/cultural_images/pakistani_card.webp,True,
pakistani_diaspora,Pakistani Diaspora,Middle East,probable-match,medium,False,/cultural_images/pakistani_diaspora_card.webp,/cultural_images/pakistani_diaspora_card.webp,,https://www.culturesherpa.org/explore/cultural_images/pakistani_diaspora_card.webp,True,Index path absent from git and 404 on live explore CDN; R2 gfv-media not inventoried
palestine,Palestine,"Middle East, Levant",ready,high,True,/cultural_images/palestine_card.webp,/cultural_images/palestine_card.webp,website-astro/public/cultural_images/palestine_card.webp,https://www.culturesherpa.org/explore/cultural_images/palestine_card.webp,True,
panamanian,Panamanian,Central America,ready,high,True,/cultural_images/panamanian_card.webp,/cultural_images/panamanian_card.webp,website-astro/public/cultural_images/panamanian_card.webp,https://www.culturesherpa.org/explore/cultural_images/panamanian_card.webp,True,
papua_new_guinean,Papua New Guinean,"Oceania, Melanesia",ready,high,True,/cultural_images/papua_new_guinean_card.webp,/cultural_images/papua_new_guinean_card.webp,website-astro/public/cultural_images/papua_new_guinean_card.webp,https://www.culturesherpa.org/explore/cultural_images/papua_new_guinean_card.webp,True,
paraguayan,Paraguayan,"South America, specifically Paraguay",ready,high,True,/cultural_images/paraguayan_card.webp,/cultural_images/paraguayan_card.webp,website-astro/public/cultural_images/paraguayan_card.webp,https://www.culturesherpa.org/explore/cultural_images/paraguayan_card.webp,True,
peruvian,Peruvian,South America,ready,high,True,/cultural_images/peruvian_card.webp,/cultural_images/peruvian_card.webp,website-astro/public/cultural_images/peruvian_card.webp,https://www.culturesherpa.org/explore/cultural_images/peruvian_card.webp,True,
pite_sami,Pite Sami,Europe,probable-match,medium,False,/cultural_images/pite_sami_card.webp,/cultural_images/pite_sami_card.webp,,https://www.culturesherpa.org/explore/cultural_images/pite_sami_card.webp,True,Index path absent from git and 404 on live explore CDN; R2 gfv-media not inventoried
pochuri,Pochuri,"Northeast India, primarily Nagaland",probable-match,medium,False,/cultural_images/pochuri_card.webp,/cultural_images/pochuri_card.webp,,https://www.culturesherpa.org/explore/cultural_images/pochuri_card.webp,True,Index path absent from git and 404 on live explore CDN; R2 gfv-media not inventoried
polish,Polish,Central Europe,ready,high,True,/cultural_images/polish_card.webp,/cultural_images/polish_card.webp,website-astro/public/cultural_images/polish_card.webp,https://www.culturesherpa.org/explore/cultural_images/polish_card.webp,True,
polish_american,Polish American,North America,probable-match,medium,False,/cultural_images/polish_american_card.webp,/cultural_images/polish_american_card.webp,,https://www.culturesherpa.org/explore/cultural_images/polish_american_card.webp,True,Index path absent from git and 404 on live explore CDN; R2 gfv-media not inventoried
portuguese,Portuguese,Southern Europe,ready,high,True,/cultural_images/portuguese_card.webp,/cultural_images/portuguese_card.webp,website-astro/public/cultural_images/portuguese_card.webp,https://www.culturesherpa.org/explore/cultural_images/portuguese_card.webp,True,
portuguese_american,Portuguese American,North America,probable-match,medium,False,/cultural_images/portuguese_american_card.webp,/cultural_images/portuguese_american_card.webp,,https://www.culturesherpa.org/explore/cultural_images/portuguese_american_card.webp,True,Index path absent from git and 404 on live explore CDN; R2 gfv-media not inventoried
puerto_rican,Puerto Rican,"Caribbean, North America (US territory)",probable-match,medium,False,/cultural_images/puerto_rican_card.webp,/cultural_images/puerto_rican_card.webp,,https://www.culturesherpa.org/explore/cultural_images/puerto_rican_card.webp,True,Index path absent from git and 404 on live explore CDN; R2 gfv-media not inventoried
puerto_rico,Puerto Rico,Caribbean,ready,high,True,/cultural_images/puerto_rico_card.webp,/cultural_images/puerto_rico_card.webp,website-astro/public/cultural_images/puerto_rico_card.webp,https://www.culturesherpa.org/explore/cultural_images/puerto_rico_card.webp,True,
qatar,Qatar,"Middle East, Gulf region",ready,high,True,/cultural_images/qatar_card.webp,/cultural_images/qatar_card.webp,website-astro/public/cultural_images/qatar_card.webp,https://www.culturesherpa.org/explore/cultural_images/qatar_card.webp,True,
quapaw,Quapaw,"Arkansas, United States",probable-match,medium,False,/cultural_images/quapaw_card.webp,/cultural_images/quapaw_card.webp,,https://www.culturesherpa.org/explore/cultural_images/quapaw_card.webp,True,Index path absent from git and 404 on live explore CDN; R2 gfv-media not inventoried
quechua,Quechua,South America,probable-match,medium,False,/cultural_images/quechua_card.webp,/cultural_images/quechua_card.webp,,https://www.culturesherpa.org/explore/cultural_images/quechua_card.webp,True,Index path absent from git and 404 on live explore CDN; R2 gfv-media not inventoried
rabha,Rabha,South Asia,probable-match,medium,False,/cultural_images/rabha_card.webp,/cultural_images/rabha_card.webp,,https://www.culturesherpa.org/explore/cultural_images/rabha_card.webp,True,Index path absent from git and 404 on live explore CDN; R2 gfv-media not inventoried
rengma_naga,Rengma Naga,South Asia,probable-match,medium,False,/cultural_images/rengma_naga_card.webp,/cultural_images/rengma_naga_card.webp,,https://www.culturesherpa.org/explore/cultural_images/rengma_naga_card.webp,True,Index path absent from git and 404 on live explore CDN; R2 gfv-media not inventoried
republic_of_the_congo,Republic of the Congo,Central Africa,ready,high,True,/cultural_images/republic_of_the_congo_card.webp,/cultural_images/republic_of_the_congo_card.webp,website-astro/public/cultural_images/republic_of_the_congo_card.webp,https://www.culturesherpa.org/explore/cultural_images/republic_of_the_congo_card.webp,True,
romani,Romani,Europe,probable-match,medium,False,/cultural_images/romani_card.webp,/cultural_images/romani_card.webp,,https://www.culturesherpa.org/explore/cultural_images/romani_card.webp,True,Index path absent from git and 404 on live explore CDN; R2 gfv-media not inventoried
romanian,Romanian,Southeastern Europe,ready,high,True,/cultural_images/romanian_card.webp,/cultural_images/romanian_card.webp,website-astro/public/cultural_images/romanian_card.webp,https://www.culturesherpa.org/explore/cultural_images/romanian_card.webp,True,
romansh,Romansh,"Canton of Graubünden, Switzerland",probable-match,medium,False,/cultural_images/romansh_card.webp,/cultural_images/romansh_card.webp,,https://www.culturesherpa.org/explore/cultural_images/romansh_card.webp,True,Index path absent from git and 404 on live explore CDN; R2 gfv-media not inventoried
russian,Russian,Europe,ready,high,True,/cultural_images/russian_card.webp,/cultural_images/russian_card.webp,website-astro/public/cultural_images/russian_card.webp,https://www.culturesherpa.org/explore/cultural_images/russian_card.webp,True,
rwandan,Rwandan,East Africa,ready,high,True,/cultural_images/rwandan_card.webp,/cultural_images/rwandan_card.webp,website-astro/public/cultural_images/rwandan_card.webp,https://www.culturesherpa.org/explore/cultural_images/rwandan_card.webp,True,
sahrawis,Sahrawis,West Africa,ready,high,True,/cultural_images/sahrawis_card.webp,/cultural_images/sahrawis_card.webp,website-astro/public/cultural_images/sahrawis_card.webp,https://www.culturesherpa.org/explore/cultural_images/sahrawis_card.webp,True,
saint_helenians,Saint Helenians,Africa,ready,high,True,/cultural_images/saint_helenians_card.webp,/cultural_images/saint_helenians_card.webp,website-astro/public/cultural_images/saint_helenians_card.webp,https://www.culturesherpa.org/explore/cultural_images/saint_helenians_card.webp,True,
sakizaya,Sakizaya,"Hualien County, Taiwan",ready,high,True,/cultural_images/sakizaya_card.webp,/cultural_images/sakizaya_card.webp,website-astro/public/cultural_images/sakizaya_card.webp,https://www.culturesherpa.org/explore/cultural_images/sakizaya_card.webp,True,
salar,Salar,East Asia,ready,high,True,/cultural_images/salar_card.webp,/cultural_images/salar_card.webp,website-astro/public/cultural_images/salar_card.webp,https://www.culturesherpa.org/explore/cultural_images/salar_card.webp,True,
salinan,Salinan,"Central Coast region, California, USA",ready,high,True,/cultural_images/salinan_card.webp,/cultural_images/salinan_card.webp,website-astro/public/cultural_images/salinan_card.webp,https://www.culturesherpa.org/explore/cultural_images/salinan_card.webp,True,
samoan,Samoan,"Oceania, Pacific Islands",ready,high,True,/cultural_images/samoan_card.webp,/cultural_images/samoan_card.webp,website-astro/public/cultural_images/samoan_card.webp,https://www.culturesherpa.org/explore/cultural_images/samoan_card.webp,True,
santali,Santali,South Asia,probable-match,medium,False,/cultural_images/santali_card.webp,/cultural_images/santali_card.webp,,https://www.culturesherpa.org/explore/cultural_images/santali_card.webp,True,Index path absent from git and 404 on live explore CDN; R2 gfv-media not inventoried
sardinian,Sardinian,"Sardinia, Italy",probable-match,medium,False,/cultural_images/sardinian_card.webp,/cultural_images/sardinian_card.webp,,https://www.culturesherpa.org/explore/cultural_images/sardinian_card.webp,True,Index path absent from git and 404 on live explore CDN; R2 gfv-media not inventoried
sarikoli,Sarikoli,"Xinjiang, China",probable-match,medium,False,/cultural_images/sarikoli_card.webp,/cultural_images/sarikoli_card.webp,,https://www.culturesherpa.org/explore/cultural_images/sarikoli_card.webp,True,Index path absent from git and 404 on live explore CDN; R2 gfv-media not inventoried
saudi,Saudi,Middle East,ready,high,True,/cultural_images/saudi_card.webp,/cultural_images/saudi_card.webp,website-astro/public/cultural_images/saudi_card.webp,https://www.culturesherpa.org/explore/cultural_images/saudi_card.webp,True,
scots,Scots,Scotland,probable-match,medium,False,/cultural_images/scots_card.webp,/cultural_images/scots_card.webp,,https://www.culturesherpa.org/explore/cultural_images/scots_card.webp,True,Index path absent from git and 404 on live explore CDN; R2 gfv-media not inventoried
scottish,Scottish,"Scotland, UK",ready,high,True,/cultural_images/scottish_card.webp,/cultural_images/scottish_card.webp,website-astro/public/cultural_images/scottish_card.webp,https://www.culturesherpa.org/explore/cultural_images/scottish_card.webp,True,
sea_dayak,Sea Dayak,"Sarawak, Malaysian Borneo",probable-match,medium,False,/cultural_images/sea_dayak_card.webp,/cultural_images/sea_dayak_card.webp,,https://www.culturesherpa.org/explore/cultural_images/sea_dayak_card.webp,True,Index path absent from git and 404 on live explore CDN; R2 gfv-media not inventoried
selkup,Selkup,"Siberia, Russia",probable-match,medium,False,/cultural_images/selkup_card.webp,/cultural_images/selkup_card.webp,,https://www.culturesherpa.org/explore/cultural_images/selkup_card.webp,True,Index path absent from git and 404 on live explore CDN; R2 gfv-media not inventoried
senegalese,Senegalese,West Africa,ready,high,True,/cultural_images/senegalese_card.webp,/cultural_images/senegalese_card.webp,website-astro/public/cultural_images/senegalese_card.webp,https://www.culturesherpa.org/explore/cultural_images/senegalese_card.webp,True,
serbian,Serbian,Southeastern Europe,ready,high,True,/cultural_images/serbian_card.webp,/cultural_images/serbian_card.webp,website-astro/public/cultural_images/serbian_card.webp,https://www.culturesherpa.org/explore/cultural_images/serbian_card.webp,True,
